time_window,source_node,route_id,packets_sent,packets_lost,loss_rate,utilization,traffic_rate_kbps
65,7,route_7_to_9,678,663,0.977876,0.228242,322.358
65,8,route_8_to_9,881,241,0.273553,0.29658,322.358
65,8,route_8_to_9,17,0,0,0.00025856,322.358
66,0,route_0_to_9,111,0,0,0.037367,322.358
66,4,route_4_to_9,15,1,0.0666667,0.0002304,322.358
66,5,route_5_to_9,19,0,0,0.00028928,322.358
66,1,route_1_to_9,159,0,0,0.0535258,322.358
66,6,route_6_to_9,6,0,0,9.216e-05,322.358
66,2,route_2_to_9,168,3,0.0178571,0.0565555,322.358
66,3,route_3_to_9,121,0,0,0.0407334,322.358
66,4,route_4_to_9,61,0,0,0.020535,322.358
66,5,route_5_to_9,119,0,0,0.0400602,322.358
66,6,route_6_to_9,121,0,0,0.0407334,322.358
66,7,route_7_to_9,159,0,0,0.0535258,322.358
66,8,route_8_to_9,108,0,0,0.0363571,322.358
66,8,route_8_to_9,6,0,0,9.216e-05,322.358
67,0,route_0_to_9,101,1,0.00990099,0.0340006,322.358
67,4,route_4_to_9,7,0,0,0.00010752,322.358
67,5,route_5_to_9,2,0,0,3.072e-05,322.358
67,1,route_1_to_9,169,0,0,0.0568922,322.358
67,6,route_6_to_9,9,0,0,0.00013824,322.358
67,2,route_2_to_9,139,2,0.0143885,0.046793,322.358
67,3,route_3_to_9,73,0,0,0.0245747,322.358
67,4,route_4_to_9,167,0,0,0.0562189,322.358
67,5,route_5_to_9,170,0,0,0.0572288,322.358
67,6,route_6_to_9,148,0,0,0.0498227,322.358
67,7,route_7_to_9,133,1,0.0075188,0.0447731,322.358
67,8,route_8_to_9,158,1,0.00632911,0.0531891,322.358
67,8,route_8_to_9,2,0,0,3.072e-05,322.358
68,0,route_0_to_9,172,0,0,0.0579021,322.358
68,4,route_4_to_9,3,0,0,4.608e-05,322.358
68,1,route_1_to_9,40,0,0,0.0134656,322.358
68,6,route_6_to_9,3,0,0,4.608e-05,322.358
68,2,route_2_to_9,134,0,0,0.0451098,322.358
68,3,route_3_to_9,135,1,0.00740741,0.0454464,322.358
68,4,route_4_to_9,104,0,0,0.0350106,322.358
68,5,route_5_to_9,139,1,0.00719424,0.046793,322.358
68,6,route_6_to_9,159,0,0,0.0535258,322.358
68,7,route_7_to_9,128,0,0,0.0430899,322.358
68,8,route_8_to_9,155,0,0,0.0521792,322.358
68,8,route_8_to_9,2,0,0,3.072e-05,322.358
69,0,route_0_to_9,140,0,0,0.0471296,322.358
69,1,route_1_to_9,157,0,0,0.0528525,322.358
69,6,route_6_to_9,3,0,0,4.608e-05,322.358
69,2,route_2_to_9,192,0,0,0.0646349,322.358
69,3,route_3_to_9,70,0,0,0.0235648,322.358
69,4,route_4_to_9,126,0,0,0.0424166,322.358
69,5,route_5_to_9,152,0,0,0.0511693,322.358
69,6,route_6_to_9,71,0,0,0.0239014,322.358
69,7,route_7_to_9,141,0,0,0.0474662,322.358
69,8,route_8_to_9,155,0,0,0.0521792,322.358
70,0,route_0_to_9,197,0,0,0.0663181,322.358
70,1,route_1_to_9,51,0,0,0.0171686,322.358
70,6,route_6_to_9,3,0,0,4.608e-05,322.358
70,2,route_2_to_9,133,0,0,0.0447731,322.358
70,3,route_3_to_9,79,0,0,0.0265946,322.358
70,4,route_4_to_9,35,0,0,0.0117824,322.358
70,5,route_5_to_9,108,0,0,0.0363571,322.358
70,6,route_6_to_9,154,0,0,0.0518426,322.358
70,7,route_7_to_9,92,0,0,0.0309709,322.358
70,8,route_8_to_9,86,0,0,0.028951,322.358
71,0,route_0_to_9,112,0,0,0.0377037,322.358
71,1,route_1_to_9,48,0,0,0.0161587,322.358
71,2,route_2_to_9,150,0,0,0.050496,322.358
71,3,route_3_to_9,121,0,0,0.0407334,322.358
71,4,route_4_to_9,103,0,0,0.0346739,322.358
71,5,route_5_to_9,125,0,0,0.04208,322.358
71,6,route_6_to_9,153,0,0,0.0515059,322.358
71,7,route_7_to_9,129,0,0,0.0434266,322.358
71,8,route_8_to_9,103,0,0,0.0346739,322.358
72,0,route_0_to_9,191,0,0,0.0642982,322.358
72,1,route_1_to_9,102,0,0,0.0343373,322.358
72,2,route_2_to_9,125,0,0,0.04208,322.358
72,3,route_3_to_9,5,0,0,0.0016832,322.358
72,4,route_4_to_9,197,0,0,0.0663181,322.358
72,5,route_5_to_9,125,0,0,0.04208,322.358
72,6,route_6_to_9,142,0,0,0.0478029,322.358
72,7,route_7_to_9,162,0,0,0.0545357,322.358
72,8,route_8_to_9,116,0,0,0.0390502,322.358
73,0,route_0_to_9,146,0,0,0.0491494,322.358
73,1,route_1_to_9,197,0,0,0.0663181,322.358
73,6,route_6_to_9,6,0,0,9.216e-05,322.358
73,2,route_2_to_9,164,1,0.00609756,0.055209,322.358
73,3,route_3_to_9,19,0,0,0.00639616,322.358
73,4,route_4_to_9,39,0,0,0.013129,322.358
73,5,route_5_to_9,127,0,0,0.0427533,322.358
73,6,route_6_to_9,105,0,0,0.0353472,322.358
73,7,route_7_to_9,50,0,0,0.016832,322.358
