time_window,source_node,route_id,packets_sent,packets_lost,loss_rate,utilization,traffic_rate_kbps,avg_hops
194,4,route_4_to_9,1184,639,0.539696,0.398582,1940.5,1
194,5,route_5_to_9,906,96,0.10596,0.304996,1940.5,1
194,6,route_6_to_9,1009,596,0.590684,0.33967,1940.5,1
194,8,route_8_to_9,515,96,0.186408,0.17337,1940.5,1
194,7,route_7_to_9,419,298,0.711217,0.141052,1940.5,2
195,0,route_0_to_9,1171,1010,0.862511,0.394205,1918.69,2.55901
195,1,route_1_to_9,780,710,0.910256,0.262579,1918.69,2
195,3,route_3_to_9,1148,1116,0.972125,0.386463,1918.69,3.09375
195,2,route_2_to_9,1012,932,0.920949,0.34068,1918.69,2.0125
195,4,route_4_to_9,1043,672,0.644295,0.351116,1918.69,1
195,5,route_5_to_9,860,472,0.548837,0.28951,1918.69,1.04897
195,6,route_6_to_9,881,518,0.587968,0.29658,1918.69,1
195,8,route_8_to_9,552,74,0.134058,0.185825,1918.69,1
195,7,route_7_to_9,161,148,0.919255,0.054199,1918.69,2
196,0,route_0_to_9,1256,1124,0.894904,0.42282,2058.77,2.01515
196,1,route_1_to_9,1256,1183,0.941879,0.42282,2058.77,2
196,3,route_3_to_9,141,123,0.87234,0.0474662,2058.77,2.88889
196,2,route_2_to_9,757,724,0.956407,0.254836,2058.77,2.09091
196,4,route_4_to_9,1096,830,0.757299,0.368957,2058.77,1
196,5,route_5_to_9,812,324,0.399015,0.273352,2058.77,1.06148
196,6,route_6_to_9,1068,843,0.789326,0.359532,2058.77,1
196,8,route_8_to_9,967,308,0.318511,0.325531,2058.77,1
196,7,route_7_to_9,936,889,0.949786,0.315095,2058.77,2
197,0,route_0_to_9,651,565,0.867896,0.219153,2014.78,2
197,1,route_1_to_9,739,362,0.489851,0.248777,2014.78,2.06366
197,3,route_3_to_9,448,444,0.991071,0.150815,2014.78,3
197,2,route_2_to_9,714,615,0.861345,0.240361,2014.78,2
197,4,route_4_to_9,996,373,0.374498,0.335293,2014.78,1
197,5,route_5_to_9,251,79,0.314741,0.0844966,2014.78,1
197,6,route_6_to_9,708,493,0.696328,0.238341,2014.78,1.36744
197,8,route_8_to_9,946,154,0.162791,0.318461,2014.78,1
197,7,route_7_to_9,777,665,0.855856,0.261569,2014.78,2
198,0,route_0_to_9,374,259,0.692513,0.125903,2055.24,2
198,1,route_1_to_9,448,261,0.582589,0.150815,2055.24,2
198,3,route_3_to_9,132,120,0.909091,0.0444365,2055.24,4.83333
198,2,route_2_to_9,274,30,0.109489,0.0922394,2055.24,2
198,4,route_4_to_9,980,380,0.387755,0.329907,2055.24,1
198,5,route_5_to_9,498,28,0.0562249,0.167647,2055.24,1
198,6,route_6_to_9,856,432,0.504673,0.288164,2055.24,1.14623
198,8,route_8_to_9,1254,133,0.106061,0.422147,2055.24,1
198,7,route_7_to_9,269,229,0.851301,0.0905562,2055.24,4.3
199,0,route_0_to_9,876,817,0.932648,0.294897,2190.92,2
199,1,route_1_to_9,661,618,0.934947,0.222519,2190.92,2
199,3,route_3_to_9,1174,1066,0.908007,0.395215,2190.92,2.11111
199,2,route_2_to_9,848,754,0.889151,0.285471,2190.92,2.15957
199,4,route_4_to_9,451,235,0.521064,0.151825,2190.92,1
199,5,route_5_to_9,1300,717,0.551538,0.437632,2190.92,1
199,6,route_6_to_9,729,604,0.828532,0.245411,2190.92,1.024
199,8,route_8_to_9,1337,190,0.142109,0.450088,2190.92,1
199,7,route_7_to_9,514,399,0.776265,0.173033,2190.92,2
200,0,route_0_to_9,1057,981,0.928098,0.355828,2156.99,2
200,1,route_1_to_9,620,603,0.972581,0.208717,2156.99,2
200,3,route_3_to_9,441,416,0.943311,0.148458,2156.99,2
200,2,route_2_to_9,992,910,0.917339,0.333947,2156.99,2
200,4,route_4_to_9,1264,834,0.65981,0.425513,2156.99,1
200,5,route_5_to_9,695,335,0.482014,0.233965,2156.99,1.00556
200,6,route_6_to_9,730,629,0.861644,0.245747,2156.99,1
200,8,route_8_to_9,1059,252,0.23796,0.356502,2156.99,1
200,7,route_7_to_9,1202,1066,0.886855,0.404641,2156.99,2
201,0,route_0_to_9,769,611,0.794538,0.258876,2108.99,3.22785
201,1,route_1_to_9,732,249,0.340164,0.24642,2108.99,2.11387
201,3,route_3_to_9,162,159,0.981481,0.0545357,2108.99,2
201,2,route_2_to_9,1139,1016,0.892011,0.383433,2108.99,2
201,4,route_4_to_9,973,377,0.387461,0.327551,2108.99,1.70302
201,5,route_5_to_9,433,169,0.3903,0.145765,2108.99,1.01136
201,6,route_6_to_9,522,446,0.854406,0.175726,2108.99,1
201,8,route_8_to_9,1173,320,0.272805,0.394879,2108.99,1
201,7,route_7_to_9,103,95,0.92233,0.0346739,2108.99,2
202,0,route_0_to_9,993,653,0.657603,0.334284,2094.48,2.02941
202,1,route_1_to_9,1228,51,0.0415309,0.413394,2094.48,2
202,2,route_2_to_9,531,333,0.627119,0.178756,2094.48,2
202,4,route_4_to_9,369,0,0,0.12422,2094.48,1.90515
202,5,route_5_to_9,93,0,0,0.0313075,2094.48,1
202,6,route_6_to_9,916,698,0.762009,0.308362,2094.48,3
202,8,route_8_to_9,847,100,0.118064,0.285134,2094.48,1
203,0,route_0_to_9,976,522,0.534836,0.328561,2080.55,2.04846
203,1,route_1_to_9,542,56,0.103321,0.182459,2080.55,2
203,3,route_3_to_9,24,24,1,0.00807936,2080.55,0
203,2,route_2_to_9,1041,793,0.761768,0.350442,2080.55,2
203,4,route_4_to_9,605,302,0.499174,0.203667,2080.55,1.26733
203,5,route_5_to_9,992,5,0.00504032,0.333947,2080.55,1
203,6,route_6_to_9,1254,846,0.674641,0.422147,2080.55,1.7402
203,8,route_8_to_9,658,165,0.25076,0.221509,2080.55,1
204,0,route_0_to_9,731,605,0.827633,0.246084,2130.94,2
204,1,route_1_to_9,1033,864,0.836399,0.347749,2130.94,2
204,3,route_3_to_9,903,883,0.977852,0.303986,2130.94,3
204,2,route_2_to_9,625,580,0.928,0.2104,2130.94,2
204,4,route_4_to_9,404,144,0.356436,0.136003,2130.94,1.19615
204,5,route_5_to_9,867,461,0.531719,0.291867,2130.94,1
204,6,route_6_to_9,1271,937,0.737215,0.427869,2130.94,1
204,8,route_8_to_9,1300,315,0.242308,0.437632,2130.94,1
204,7,route_7_to_9,777,764,0.983269,0.261569,2130.94,3.69231
205,0,route_0_to_9,701,560,0.798859,0.235985,2082.81,2
205,1,route_1_to_9,951,683,0.718191,0.320145,2082.81,2.02612
205,3,route_3_to_9,933,823,0.882101,0.314085,2082.81,2.48182
205,2,route_2_to_9,1271,1099,0.864673,0.427869,2082.81,2
205,4,route_4_to_9,422,163,0.386256,0.142062,2082.81,1
205,5,route_5_to_9,866,224,0.258661,0.29153,2082.81,1
205,6,route_6_to_9,766,631,0.82376,0.257866,2082.81,1
205,8,route_8_to_9,579,0,0,0.194915,2082.81,1
205,7,route_7_to_9,396,364,0.919192,0.133309,2082.81,2.65625
206,0,route_0_to_9,506,405,0.800395,0.17034,1987.19,2
206,1,route_1_to_9,281,221,0.786477,0.0945958,1987.19,2.43333
206,3,route_3_to_9,965,896,0.928497,0.324858,1987.19,2.52174
206,2,route_2_to_9,535,419,0.783178,0.180102,1987.19,2
206,4,route_4_to_9,887,407,0.45885,0.2986,1987.19,1
206,5,route_5_to_9,506,138,0.272727,0.17034,1987.19,1
206,6,route_6_to_9,528,408,0.772727,0.177746,1987.19,1
206,8,route_8_to_9,863,211,0.244496,0.29052,1987.19,1
206,7,route_7_to_9,1207,1076,0.891466,0.406324,1987.19,2
207,0,route_0_to_9,1017,919,0.903638,0.342363,1869.39,2
207,1,route_1_to_9,995,924,0.928643,0.334957,1869.39,2
207,3,route_3_to_9,944,877,0.929025,0.317788,1869.39,2.71642
207,2,route_2_to_9,797,747,0.937265,0.268302,1869.39,2
207,4,route_4_to_9,746,441,0.591153,0.251133,1869.39,1
207,5,route_5_to_9,1016,590,0.580709,0.342026,1869.39,1
207,6,route_6_to_9,148,138,0.932432,0.0498227,1869.39,1
207,8,route_8_to_9,1078,123,0.1141,0.362898,1869.39,1
207,7,route_7_to_9,839,690,0.822408,0.282441,1869.39,2
208,0,route_0_to_9,451,197,0.436807,0.151825,1801.42,2
208,1,route_1_to_9,704,570,0.809659,0.236995,1801.42,2
208,3,route_3_to_9,989,901,0.911021,0.332937,1801.42,2.56818
208,2,route_2_to_9,534,443,0.829588,0.179766,1801.42,2.01099
208,4,route_4_to_9,313,147,0.469649,0.105368,1801.42,1
208,5,route_5_to_9,890,189,0.21236,0.29961,1801.42,1
208,6,route_6_to_9,518,371,0.716216,0.17438,1801.42,1
208,8,route_8_to_9,1001,158,0.157842,0.336977,1801.42,1
208,7,route_7_to_9,250,192,0.768,0.08416,1801.42,2
209,0,route_0_to_9,1053,241,0.22887,0.354482,1729.13,2
209,1,route_1_to_9,517,20,0.0386847,0.174043,1729.13,2.48089
209,3,route_3_to_9,253,221,0.873518,0.0851699,1729.13,3.65625
209,2,route_2_to_9,271,205,0.756458,0.0912294,1729.13,2
209,4,route_4_to_9,706,187,0.264873,0.237668,1729.13,1
209,5,route_5_to_9,883,0,0,0.297253,1729.13,1
209,6,route_6_to_9,463,335,0.723542,0.155864,1729.13,1.21875
209,8,route_8_to_9,277,28,0.101083,0.0932493,1729.13,1
209,7,route_7_to_9,310,310,1,0.104358,1729.13,0
210,0,route_0_to_9,709,316,0.445698,0.238678,1732.71,2
210,1,route_1_to_9,874,735,0.840961,0.294223,1732.71,2
210,3,route_3_to_9,104,76,0.730769,0.0350106,1732.71,2
210,2,route_2_to_9,771,663,0.859922,0.259549,1732.71,2
210,4,route_4_to_9,540,189,0.35,0.181786,1732.71,1
210,5,route_5_to_9,783,52,0.0664112,0.263589,1732.71,1
210,6,route_6_to_9,688,504,0.732558,0.231608,1732.71,1
210,8,route_8_to_9,498,90,0.180723,0.167647,1732.71,1
210,7,route_7_to_9,781,663,0.848912,0.262916,1732.71,2
211,0,route_0_to_9,790,452,0.572152,0.265946,1611.45,2.34024
211,1,route_1_to_9,867,788,0.908881,0.291867,1611.45,2
211,3,route_3_to_9,410,362,0.882927,0.138022,1611.45,2
211,2,route_2_to_9,983,899,0.914547,0.330917,1611.45,2
211,4,route_4_to_9,306,171,0.558824,0.103012,1611.45,1
211,5,route_5_to_9,631,200,0.316957,0.21242,1611.45,1.058
211,6,route_6_to_9,505,436,0.863366,0.170003,1611.45,1
211,8,route_8_to_9,907,147,0.162073,0.305332,1611.45,1
211,7,route_7_to_9,529,454,0.858223,0.178083,1611.45,2
212,0,route_0_to_9,875,682,0.779429,0.29456,1508.86,2.03627
212,1,route_1_to_9,921,728,0.790445,0.310045,1508.86,2
212,3,route_3_to_9,854,794,0.929742,0.287491,1508.86,2
212,2,route_2_to_9,804,752,0.935323,0.270659,1508.86,2
212,4,route_4_to_9,324,118,0.364198,0.109071,1508.86,1
212,5,route_5_to_9,711,354,0.49789,0.239351,1508.86,1
212,6,route_6_to_9,844,679,0.804502,0.284124,1508.86,1
212,8,route_8_to_9,691,86,0.124457,0.232618,1508.86,1
212,7,route_7_to_9,769,694,0.902471,0.258876,1508.86,2
213,0,route_0_to_9,350,169,0.482857,0.117824,1461.97,2
213,1,route_1_to_9,892,439,0.492152,0.300283,1461.97,2
213,3,route_3_to_9,395,387,0.979747,0.132973,1461.97,2
213,2,route_2_to_9,308,19,0.0616883,0.103685,1461.97,2
213,4,route_4_to_9,695,158,0.227338,0.233965,1461.97,1
213,5,route_5_to_9,817,0,0,0.275035,1461.97,1
213,6,route_6_to_9,402,0,0,0.135329,1461.97,1
213,8,route_8_to_9,309,6,0.0194175,0.104022,1461.97,1
213,7,route_7_to_9,296,286,0.966216,0.0996454,1461.97,2
214,0,route_0_to_9,340,168,0.494118,0.114458,1610.84,2
214,1,route_1_to_9,953,749,0.785939,0.320818,1610.84,2.29902
214,3,route_3_to_9,438,419,0.956621,0.147448,1610.84,2
214,2,route_2_to_9,931,678,0.728249,0.313412,1610.84,2.2253
214,4,route_4_to_9,575,202,0.351304,0.193568,1610.84,1
214,5,route_5_to_9,669,133,0.198804,0.225212,1610.84,1
214,6,route_6_to_9,334,253,0.757485,0.112438,1610.84,1
214,8,route_8_to_9,609,95,0.155993,0.205014,1610.84,1
214,7,route_7_to_9,732,609,0.831967,0.24642,1610.84,2.04878
215,0,route_0_to_9,564,442,0.783688,0.189865,1664.38,2
215,1,route_1_to_9,925,323,0.349189,0.311392,1664.38,2.10631
215,3,route_3_to_9,300,225,0.75,0.100992,1664.38,3
215,2,route_2_to_9,852,634,0.744131,0.286817,1664.38,2.31193
215,4,route_4_to_9,898,336,0.374165,0.302303,1664.38,1
215,5,route_5_to_9,238,79,0.331933,0.0801203,1664.38,1
215,6,route_6_to_9,378,316,0.835979,0.12725,1664.38,2
215,8,route_8_to_9,498,81,0.162651,0.167647,1664.38,1
215,7,route_7_to_9,493,230,0.466531,0.165964,1664.38,3
216,0,route_0_to_9,999,426,0.426426,0.336303,1636.42,2
216,1,route_1_to_9,835,553,0.662275,0.281094,1636.42,2
216,3,route_3_to_9,777,753,0.969112,0.261569,1636.42,2.91667
216,2,route_2_to_9,695,489,0.703597,0.233965,1636.42,2.04854
216,4,route_4_to_9,499,121,0.242485,0.167983,1636.42,1
216,5,route_5_to_9,552,217,0.393116,0.185825,1636.42,1
216,6,route_6_to_9,665,557,0.837594,0.223866,1636.42,1.97222
216,8,route_8_to_9,427,65,0.152225,0.143745,1636.42,1
216,7,route_7_to_9,524,488,0.931298,0.176399,1636.42,3
217,0,route_0_to_9,885,530,0.59887,0.297926,1678.85,2
217,1,route_1_to_9,525,413,0.786667,0.176736,1678.85,2
217,3,route_3_to_9,488,410,0.840164,0.16428,1678.85,2.24359
217,2,route_2_to_9,602,452,0.750831,0.202657,1678.85,2
217,4,route_4_to_9,550,375,0.681818,0.185152,1678.85,1
217,5,route_5_to_9,708,119,0.168079,0.238341,1678.85,1
217,6,route_6_to_9,392,219,0.558673,0.131963,1678.85,1.05202
217,8,route_8_to_9,430,67,0.155814,0.144755,1678.85,1
217,7,route_7_to_9,661,544,0.822995,0.222519,1678.85,2.03419
218,0,route_0_to_9,535,459,0.857944,0.180102,1605.7,2
218,1,route_1_to_9,781,616,0.788732,0.262916,1605.7,2.7697
218,3,route_3_to_9,510,461,0.903922,0.171686,1605.7,3.08163
218,2,route_2_to_9,188,105,0.558511,0.0632883,1605.7,2
218,4,route_4_to_9,946,415,0.438689,0.318461,1605.7,1
218,5,route_5_to_9,890,294,0.330337,0.29961,1605.7,1
218,6,route_6_to_9,696,604,0.867816,0.234301,1605.7,2
218,8,route_8_to_9,928,134,0.144397,0.312402,1605.7,1
218,7,route_7_to_9,559,467,0.83542,0.188182,1605.7,2.78261
219,0,route_0_to_9,532,395,0.742481,0.179092,1567.95,2
219,1,route_1_to_9,483,406,0.84058,0.162597,1567.95,2
219,3,route_3_to_9,516,463,0.897287,0.173706,1567.95,3
219,2,route_2_to_9,856,765,0.893692,0.288164,1567.95,2
219,4,route_4_to_9,770,444,0.576623,0.259213,1567.95,1
219,5,route_5_to_9,957,244,0.254963,0.322164,1567.95,1
219,6,route_6_to_9,902,694,0.769401,0.303649,1567.95,2.61058
219,8,route_8_to_9,957,128,0.133751,0.322164,1567.95,1
219,7,route_7_to_9,327,301,0.920489,0.110081,1567.95,3
220,0,route_0_to_9,608,526,0.865132,0.204677,1562,2.42683
220,1,route_1_to_9,786,688,0.875318,0.264599,1562,2
220,3,route_3_to_9,953,859,0.901364,0.320818,1562,2.32979
220,2,route_2_to_9,860,778,0.904651,0.28951,1562,2
220,4,route_4_to_9,654,492,0.752294,0.220163,1562,1.35185
220,5,route_5_to_9,803,550,0.684932,0.270322,1562,1
220,6,route_6_to_9,393,287,0.73028,0.1323,1562,1.09434
220,8,route_8_to_9,915,155,0.169399,0.308026,1562,1
220,7,route_7_to_9,718,606,0.844011,0.241708,1562,2.03571
221,0,route_0_to_9,711,569,0.800281,0.239351,1508.16,2
221,1,route_1_to_9,878,733,0.834852,0.29557,1508.16,2
221,3,route_3_to_9,439,331,0.753986,0.147785,1508.16,2
221,2,route_2_to_9,623,518,0.831461,0.209727,1508.16,2
221,4,route_4_to_9,457,249,0.544858,0.153844,1508.16,1
221,5,route_5_to_9,613,172,0.280587,0.20636,1508.16,1
221,6,route_6_to_9,648,497,0.766975,0.218143,1508.16,1
221,8,route_8_to_9,872,125,0.143349,0.29355,1508.16,1
221,7,route_7_to_9,597,383,0.641541,0.200974,1508.16,2
222,0,route_0_to_9,735,425,0.578231,0.24743,1631.85,2
222,1,route_1_to_9,382,177,0.463351,0.128596,1631.85,2
222,3,route_3_to_9,359,301,0.83844,0.120854,1631.85,2.89655
222,2,route_2_to_9,439,375,0.854214,0.147785,1631.85,2.39062
222,4,route_4_to_9,308,131,0.425325,0.103685,1631.85,1
222,5,route_5_to_9,837,322,0.384707,0.281768,1631.85,1
222,6,route_6_to_9,157,128,0.815287,0.0528525,1631.85,1.41379
222,8,route_8_to_9,890,136,0.152809,0.29961,1631.85,1
222,7,route_7_to_9,557,437,0.78456,0.187508,1631.85,2.96667
223,0,route_0_to_9,727,380,0.522696,0.244737,1628.54,2
223,1,route_1_to_9,495,355,0.717172,0.166637,1628.54,2
223,3,route_3_to_9,548,517,0.943431,0.184479,1628.54,3.67742
223,2,route_2_to_9,994,905,0.910463,0.33462,1628.54,2
223,4,route_4_to_9,994,405,0.407445,0.33462,1628.54,1
223,5,route_5_to_9,922,409,0.443601,0.310382,1628.54,1
223,6,route_6_to_9,248,215,0.866935,0.0834867,1628.54,2
223,8,route_8_to_9,625,84,0.1344,0.2104,1628.54,1
223,7,route_7_to_9,704,672,0.954545,0.236995,1628.54,3
224,0,route_0_to_9,755,596,0.789404,0.254163,1590.45,3.30189
224,1,route_1_to_9,766,641,0.836815,0.257866,1590.45,2.992
224,3,route_3_to_9,443,418,0.943567,0.149132,1590.45,3
224,2,route_2_to_9,887,837,0.94363,0.2986,1590.45,2.18
224,4,route_4_to_9,580,446,0.768966,0.195251,1590.45,1.82836
224,5,route_5_to_9,477,226,0.473795,0.160577,1590.45,1.03984
224,6,route_6_to_9,709,557,0.785614,0.238678,1590.45,1.06579
224,8,route_8_to_9,534,100,0.187266,0.179766,1590.45,1
224,7,route_7_to_9,885,774,0.874576,0.297926,1590.45,2.03604
225,0,route_0_to_9,402,200,0.497512,0.135329,1593.79,2.78218
225,1,route_1_to_9,27,21,0.777778,0.00908928,1593.79,2
225,3,route_3_to_9,659,434,0.658574,0.221846,1593.79,2
225,2,route_2_to_9,563,491,0.872114,0.189528,1593.79,2.30556
225,4,route_4_to_9,652,136,0.208589,0.219489,1593.79,1.3469
225,5,route_5_to_9,762,187,0.245407,0.25652,1593.79,1
225,6,route_6_to_9,718,349,0.486072,0.241708,1593.79,1
225,8,route_8_to_9,877,140,0.159635,0.295233,1593.79,1
225,7,route_7_to_9,549,417,0.759563,0.184815,1593.79,2
226,0,route_0_to_9,502,321,0.639442,0.168993,1718.11,2
226,1,route_1_to_9,879,591,0.672355,0.295907,1718.11,2
226,3,route_3_to_9,473,431,0.911205,0.159231,1718.11,2.38095
226,2,route_2_to_9,681,586,0.860499,0.229252,1718.11,2
226,4,route_4_to_9,805,445,0.552795,0.270995,1718.11,1
226,5,route_5_to_9,607,203,0.334432,0.20434,1718.11,1
226,6,route_6_to_9,661,388,0.586989,0.222519,1718.11,1.30037
226,8,route_8_to_9,868,129,0.148618,0.292204,1718.11,1
226,7,route_7_to_9,529,444,0.839319,0.178083,1718.11,2.71765
227,0,route_0_to_9,867,755,0.870819,0.291867,1668.54,2
227,1,route_1_to_9,491,427,0.869654,0.16529,1668.54,2
227,3,route_3_to_9,463,379,0.818575,0.155864,1668.54,3
227,2,route_2_to_9,513,420,0.818713,0.172696,1668.54,2
227,4,route_4_to_9,809,508,0.627936,0.272342,1668.54,1
227,5,route_5_to_9,835,356,0.426347,0.281094,1668.54,1
227,6,route_6_to_9,393,393,1,0.1323,1668.54,0
227,8,route_8_to_9,625,87,0.1392,0.2104,1668.54,1
227,7,route_7_to_9,513,390,0.760234,0.172696,1668.54,3
228,0,route_0_to_9,229,165,0.720524,0.0770906,1783.65,2.14062
228,1,route_1_to_9,545,395,0.724771,0.183469,1783.65,2.02667
228,3,route_3_to_9,730,556,0.761644,0.245747,1783.65,2.54598
228,2,route_2_to_9,454,293,0.645374,0.152835,1783.65,2.07453
228,4,route_4_to_9,1089,290,0.266299,0.366601,1783.65,1.00751
228,5,route_5_to_9,555,51,0.0918919,0.186835,1783.65,1.0119
228,6,route_6_to_9,787,449,0.570521,0.264936,1783.65,1.11834
228,8,route_8_to_9,682,81,0.118768,0.229588,1783.65,1
228,7,route_7_to_9,248,200,0.806452,0.0834867,1783.65,2
229,0,route_0_to_9,774,332,0.428941,0.260559,1817.9,2
229,1,route_1_to_9,388,347,0.89433,0.130616,1817.9,2
229,3,route_3_to_9,623,551,0.88443,0.209727,1817.9,2.33333
229,2,route_2_to_9,609,503,0.825944,0.205014,1817.9,2
229,4,route_4_to_9,559,200,0.357782,0.188182,1817.9,1
229,5,route_5_to_9,829,67,0.0808203,0.279075,1817.9,1
229,6,route_6_to_9,771,469,0.608301,0.259549,1817.9,1
229,8,route_8_to_9,627,91,0.145136,0.211073,1817.9,1
229,7,route_7_to_9,636,509,0.800314,0.214103,1817.9,2
230,0,route_0_to_9,1160,587,0.506034,0.390502,1921.03,2
230,1,route_1_to_9,859,683,0.795111,0.289174,1921.03,2
230,3,route_3_to_9,1098,919,0.836976,0.369631,1921.03,2
230,2,route_2_to_9,701,564,0.804565,0.235985,1921.03,2
230,4,route_4_to_9,240,209,0.870833,0.0807936,1921.03,1
230,5,route_5_to_9,544,192,0.352941,0.183132,1921.03,1.08239
230,6,route_6_to_9,586,493,0.841297,0.197271,1921.03,1
230,8,route_8_to_9,347,45,0.129683,0.116814,1921.03,1
230,7,route_7_to_9,503,463,0.920477,0.16933,1921.03,2
231,0,route_0_to_9,892,762,0.85426,0.300283,1829.71,2
231,1,route_1_to_9,602,425,0.70598,0.202657,1829.71,2
231,3,route_3_to_9,333,311,0.933934,0.112101,1829.71,2
231,2,route_2_to_9,593,561,0.946037,0.199628,1829.71,2
231,4,route_4_to_9,1080,690,0.638889,0.363571,1829.71,1
231,5,route_5_to_9,768,286,0.372396,0.25854,1829.71,1
231,6,route_6_to_9,955,788,0.825131,0.321491,1829.71,1.00599
231,8,route_8_to_9,993,163,0.164149,0.334284,1829.71,1
231,7,route_7_to_9,946,834,0.881607,0.318461,1829.71,2.00893
232,0,route_0_to_9,508,311,0.612205,0.171013,1869.58,2
232,1,route_1_to_9,775,740,0.954839,0.260896,1869.58,2
232,3,route_3_to_9,1141,985,0.863278,0.384106,1869.58,2
232,2,route_2_to_9,959,758,0.790407,0.322838,1869.58,2
232,4,route_4_to_9,619,262,0.423263,0.20838,1869.58,1
232,5,route_5_to_9,323,79,0.244582,0.108735,1869.58,1
232,6,route_6_to_9,1054,740,0.702087,0.354819,1869.58,1
232,8,route_8_to_9,553,49,0.0886076,0.186162,1869.58,1
232,7,route_7_to_9,1013,771,0.761106,0.341016,1869.58,2
233,0,route_0_to_9,359,249,0.693593,0.120854,1728.34,2
233,1,route_1_to_9,542,525,0.968635,0.182459,1728.34,2
233,3,route_3_to_9,946,797,0.842495,0.318461,1728.34,2
233,2,route_2_to_9,496,417,0.840726,0.166973,1728.34,2
233,4,route_4_to_9,583,186,0.319039,0.196261,1728.34,1
233,5,route_5_to_9,792,314,0.396465,0.266619,1728.34,1
233,6,route_6_to_9,439,334,0.76082,0.147785,1728.34,1
233,8,route_8_to_9,900,146,0.162222,0.302976,1728.34,1
233,7,route_7_to_9,924,692,0.748918,0.311055,1728.34,2
234,0,route_0_to_9,951,750,0.788644,0.320145,1860,2
234,1,route_1_to_9,1054,858,0.814042,0.354819,1860,2.08673
234,3,route_3_to_9,250,201,0.804,0.08416,1860,2
234,2,route_2_to_9,1069,822,0.768943,0.359868,1860,2.01619
234,4,route_4_to_9,872,400,0.458716,0.29355,1860,1
234,5,route_5_to_9,1052,80,0.0760456,0.354145,1860,1
234,6,route_6_to_9,602,427,0.709302,0.202657,1860,2
234,8,route_8_to_9,667,107,0.16042,0.224539,1860,1
234,7,route_7_to_9,296,237,0.800676,0.0996454,1860,2
235,0,route_0_to_9,775,422,0.544516,0.260896,1978.85,2.45326
235,1,route_1_to_9,659,193,0.292868,0.221846,1978.85,2.06867
235,2,route_2_to_9,505,388,0.768317,0.170003,1978.85,2.10256
235,4,route_4_to_9,737,300,0.407056,0.248104,1978.85,1
235,5,route_5_to_9,697,106,0.15208,0.234638,1978.85,1.03892
235,6,route_6_to_9,994,670,0.674044,0.33462,1978.85,1.63272
235,8,route_8_to_9,885,113,0.127684,0.297926,1978.85,1
236,0,route_0_to_9,1097,617,0.562443,0.369294,1887.99,2
236,1,route_1_to_9,931,744,0.799141,0.313412,1887.99,2
236,3,route_3_to_9,554,521,0.940433,0.186499,1887.99,2.06061
236,2,route_2_to_9,1152,993,0.861979,0.387809,1887.99,2
236,4,route_4_to_9,115,38,0.330435,0.0387136,1887.99,1
236,5,route_5_to_9,682,312,0.457478,0.229588,1887.99,1
236,6,route_6_to_9,714,413,0.578431,0.240361,1887.99,1.01993
236,8,route_8_to_9,1013,228,0.225074,0.341016,1887.99,1
236,7,route_7_to_9,1055,963,0.912796,0.355155,1887.99,2.01087
237,0,route_0_to_9,1068,996,0.932584,0.359532,1788.74,2
237,1,route_1_to_9,734,633,0.862398,0.247094,1788.74,2
237,3,route_3_to_9,745,724,0.971812,0.250797,1788.74,3
237,2,route_2_to_9,413,384,0.929782,0.139032,1788.74,2
237,4,route_4_to_9,794,492,0.619647,0.267292,1788.74,1
237,5,route_5_to_9,766,464,0.605744,0.257866,1788.74,1
237,6,route_6_to_9,854,789,0.923888,0.287491,1788.74,2
237,8,route_8_to_9,960,66,0.06875,0.323174,1788.74,1
237,7,route_7_to_9,875,839,0.958857,0.29456,1788.74,3
238,0,route_0_to_9,875,574,0.656,0.29456,1713.44,2
238,1,route_1_to_9,574,324,0.56446,0.193231,1713.44,2
238,3,route_3_to_9,689,591,0.857765,0.231945,1713.44,2.13265
238,2,route_2_to_9,975,714,0.732308,0.328224,1713.44,2.04598
238,4,route_4_to_9,752,328,0.43617,0.253153,1713.44,1
238,5,route_5_to_9,346,219,0.632948,0.116477,1713.44,1.55118
238,6,route_6_to_9,535,452,0.84486,0.180102,1713.44,1.42169
238,8,route_8_to_9,479,69,0.14405,0.161251,1713.44,1
238,7,route_7_to_9,359,301,0.83844,0.120854,1713.44,2.18966
239,0,route_0_to_9,682,524,0.768328,0.229588,1862.82,2
239,1,route_1_to_9,607,313,0.515651,0.20434,1862.82,2
239,3,route_3_to_9,742,674,0.908356,0.249787,1862.82,2.42647
239,2,route_2_to_9,658,501,0.761398,0.221509,1862.82,2.13376
239,4,route_4_to_9,831,616,0.741276,0.279748,1862.82,1
239,5,route_5_to_9,367,53,0.144414,0.123547,1862.82,1.00637
239,6,route_6_to_9,904,635,0.702434,0.304323,1862.82,1.65428
239,8,route_8_to_9,952,166,0.17437,0.320481,1862.82,1
239,7,route_7_to_9,451,387,0.858093,0.151825,1862.82,2.59375
240,0,route_0_to_9,1129,930,0.823738,0.380067,1852.97,2
240,1,route_1_to_9,595,115,0.193277,0.200301,1852.97,2.04375
240,2,route_2_to_9,946,748,0.790698,0.318461,1852.97,2
240,4,route_4_to_9,601,204,0.339434,0.202321,1852.97,1.23678
240,5,route_5_to_9,847,0,0,0.285134,1852.97,1
240,6,route_6_to_9,762,470,0.616798,0.25652,1852.97,2
